| Date: Thu, 19 May 1994 15:33:08 +0100
| From: Joao Gama <jgama@ncc.up.pt>
| To: ronnyk@cs.stanford.edu
| Subject: meta.data

690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Cal5  0.000
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Itrule  0.467
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit LogDisc  0.779
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Discrim  0.779
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Dipol92  0.779
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Radial  1.090
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Cart  1.090
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Castle  1.324
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit Bayes  1.557
690 690 14 2 4 0 1.2623 0.1024 0.7713 ? 1 ? 1.9701 12.5538 0.9912 2.3012 0.113 8.77168142 19.3646018  Aust_Credit IndCart  1.635
